compound_id,target_id,is_h3n2,is_h5n1,glidesp_pr_x_h3n2,pignet2_pr_x_h3n2,ligunity_pr_x_h3n2,boltz2_pr_x_h3n2,balm_pr_x_h3n2,mammal_pr_x_h3n2,glidesp_pr_x_h5n1,pignet2_pr_x_h5n1,ligunity_pr_x_h5n1,boltz2_pr_x_h5n1,balm_pr_x_h5n1,mammal_pr_x_h5n1
79902-63-9,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9072,0.7215,0.7159,0.3474,0.1187,0.3054
80-50-2,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9929,0.9977,0.8824,0.6356,0.1475,0.3522
80-77-3,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2967,0.2473,0.977,0.8698,0.0076,0.2935
81403-68-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3352,0.4894,0.1168,0.1644,0.5386,0.9576
82034-46-6,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1937,0.3034,0.1921,0.4089,0.52,0.5675
82586-52-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9871,0.9584,0.6878,0.9291,0.197,0.557
82586-55-8,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.926,0.6325,0.8171,0.9013,0.3272,0.633
82640-04-8,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2531,0.6465,0.6746,0.4828,0.9007,0.6935
83-12-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1969,0.0727,0.4971,0.4918,0.0253,0.2658
83-43-2,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8418,0.2819,0.02,0.2688,0.7058,0.1388
83-88-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1678,0.6128,0.692,0.7862,0.1517,0.0843
83915-83-7,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1151,0.0266,0.3121,0.6581,0.9619,0.2489
84371-65-3,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8446,0.085,0.432,0.3559,0.8753,0.6469
849217-68-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4182,0.6197,0.9953,0.949,0.9593,0.9382
85371-64-8,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4514,0.7364,0.1154,0.3384,0.0511,0.3542
85622-93-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9147,0.6303,0.9212,0.999,0.0539,0.1162
85650-56-2,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3072,0.2825,0.7549,0.9216,0.2235,0.1703
859-18-7,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9386,0.9223,0.6054,0.7034,0.5813,0.5596
863031-21-4,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7157,0.4803,0.5044,0.4082,0.6978,0.3648
873857-62-6,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9034,0.9418,0.6078,0.4551,0.649,0.7638
877399-52-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4808,0.3199,0.6877,0.9332,0.5601,0.2566
879085-55-9,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3649,0.9049,0.3925,0.4087,0.3344,0.1723
880149-29-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.758,0.6514,0.9427,0.9534,0.4759,0.9047
88150-42-9,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8955,0.8759,0.9796,0.999,0.9948,0.8257
88889-14-9,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2472,0.8228,0.1143,0.3563,0.4968,0.0432
89-25-8,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1329,0.9044,0.0135,0.2955,0.8242,0.5574
90357-06-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5011,0.3026,0.851,0.8578,0.8916,0.4485
91374-20-8,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8993,0.8586,0.086,0.0901,0.8508,0.0899
91832-40-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7268,0.7034,0.1159,0.1151,0.0183,0.3534
936563-96-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4035,0.9234,0.988,0.8671,0.3694,0.0663
93793-83-0,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4799,0.2038,0.64,0.8257,0.7718,0.264
93957-55-2,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7164,0.1496,0.0729,0.1785,0.3345,0.4088
941678-49-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4971,0.5282,0.5792,0.7293,0.0478,0.3639
95-25-0,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0351,0.376,0.1624,0.5404,0.4831,0.5562
95635-55-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9856,0.9579,0.5955,0.6919,0.9287,0.3584
96829-58-2,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9944,0.909,0.5903,0.2277,0.2064,0.6608
97-77-8,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8649,0.9927,0.5697,0.2241,0.4063,0.0429
97240-79-4,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9711,0.999,0.7632,0.6938,0.7754,0.1474
99300-78-4,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0731,0.404,0.9955,0.6593,0.8808,0.986
99592-39-9,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9982,0.7862,0.4581,0.6094,0.0732,0.2468
