compound_id,target_id,is_h3n2,is_h5n1,glidesp_pr_x_h3n2,pignet2_pr_x_h3n2,ligunity_pr_x_h3n2,boltz2_pr_x_h3n2,balm_pr_x_h3n2,mammal_pr_x_h3n2,glidesp_pr_x_h5n1,pignet2_pr_x_h5n1,ligunity_pr_x_h5n1,boltz2_pr_x_h5n1,balm_pr_x_h5n1,mammal_pr_x_h5n1
77-86-1,pa_h3n2,1,0,0.8427,0.6502,0.9382,0.9978,0.8533,0.5566,0.0,0.0,0.0,0.0,0.0,0.0
77883-43-3,pa_h3n2,1,0,0.6528,0.3557,0.482,0.5878,0.2376,0.0263,0.0,0.0,0.0,0.0,0.0,0.0
78110-38-0,pa_h3n2,1,0,0.7964,0.8373,0.2059,0.2979,0.3477,0.9282,0.0,0.0,0.0,0.0,0.0,0.0
78246-49-8,pa_h3n2,1,0,0.6043,0.3563,0.3738,0.0329,0.3952,0.6282,0.0,0.0,0.0,0.0,0.0,0.0
78281-72-8,pa_h3n2,1,0,0.0512,0.2517,0.0793,0.1393,0.4856,0.2605,0.0,0.0,0.0,0.0,0.0,0.0
78415-72-2,pa_h3n2,1,0,0.4571,0.8719,0.8316,0.5462,0.8697,0.9178,0.0,0.0,0.0,0.0,0.0,0.0
79-57-2,pa_h3n2,1,0,0.9986,0.9476,0.7771,0.7896,0.1367,0.2732,0.0,0.0,0.0,0.0,0.0,0.0
79307-93-0,pa_h3n2,1,0,0.6519,0.2591,0.2773,0.417,0.489,0.4978,0.0,0.0,0.0,0.0,0.0,0.0
79559-97-0,pa_h3n2,1,0,0.752,0.4658,0.2946,0.1197,0.2739,0.0782,0.0,0.0,0.0,0.0,0.0,0.0
797-63-7,pa_h3n2,1,0,0.6296,0.715,0.7011,0.8849,0.698,0.7691,0.0,0.0,0.0,0.0,0.0,0.0
79794-75-5,pa_h3n2,1,0,0.4617,0.5221,0.1936,0.6029,0.816,0.8558,0.0,0.0,0.0,0.0,0.0,0.0
79902-63-9,pa_h3n2,1,0,0.9956,0.8601,0.9434,0.6408,0.2878,0.2757,0.0,0.0,0.0,0.0,0.0,0.0
80-50-2,pa_h3n2,1,0,0.9773,0.9844,0.9401,0.8877,0.1499,0.4055,0.0,0.0,0.0,0.0,0.0,0.0
80-77-3,pa_h3n2,1,0,0.7813,0.4346,0.8536,0.7786,0.0067,0.0512,0.0,0.0,0.0,0.0,0.0,0.0
81403-68-1,pa_h3n2,1,0,0.5041,0.6627,0.2189,0.1546,0.2871,0.8124,0.0,0.0,0.0,0.0,0.0,0.0
82034-46-6,pa_h3n2,1,0,0.1406,0.1579,0.7789,0.7939,0.5999,0.7111,0.0,0.0,0.0,0.0,0.0,0.0
82248-59-7,pa_h3n2,1,0,0.7617,0.5152,0.1549,0.8128,0.2017,0.0884,0.0,0.0,0.0,0.0,0.0,0.0
82586-52-5,pa_h3n2,1,0,0.8745,0.5026,0.8586,0.8491,0.2532,0.6919,0.0,0.0,0.0,0.0,0.0,0.0
82586-55-8,pa_h3n2,1,0,0.2133,0.1379,0.6123,0.3589,0.4545,0.7401,0.0,0.0,0.0,0.0,0.0,0.0
82640-04-8,pa_h3n2,1,0,0.9446,0.8962,0.1072,0.2915,0.7771,0.5435,0.0,0.0,0.0,0.0,0.0,0.0
83-12-5,pa_h3n2,1,0,0.5305,0.2052,0.2747,0.7227,0.0017,0.0772,0.0,0.0,0.0,0.0,0.0,0.0
83-43-2,pa_h3n2,1,0,0.9763,0.7947,0.3712,0.5441,0.648,0.3863,0.0,0.0,0.0,0.0,0.0,0.0
83-88-5,pa_h3n2,1,0,0.59,0.4416,0.753,0.7241,0.5211,0.3878,0.0,0.0,0.0,0.0,0.0,0.0
83915-83-7,pa_h3n2,1,0,0.2101,0.1863,0.9774,0.7839,0.8773,0.2675,0.0,0.0,0.0,0.0,0.0,0.0
84371-65-3,pa_h3n2,1,0,0.51,0.0905,0.6044,0.5006,0.8969,0.5751,0.0,0.0,0.0,0.0,0.0,0.0
849217-68-1,pa_h3n2,1,0,0.4835,0.6635,0.7606,0.9066,0.6261,0.6804,0.0,0.0,0.0,0.0,0.0,0.0
85371-64-8,pa_h3n2,1,0,0.9948,0.979,0.8138,0.8741,0.2058,0.4049,0.0,0.0,0.0,0.0,0.0,0.0
85622-93-1,pa_h3n2,1,0,0.061,0.0582,0.6098,0.7728,0.6993,0.1537,0.0,0.0,0.0,0.0,0.0,0.0
85650-56-2,pa_h3n2,1,0,0.9557,0.9766,0.0738,0.249,0.2447,0.2969,0.0,0.0,0.0,0.0,0.0,0.0
859-18-7,pa_h3n2,1,0,0.9793,0.9266,0.739,0.8201,0.3662,0.5768,0.0,0.0,0.0,0.0,0.0,0.0
863031-21-4,pa_h3n2,1,0,0.8436,0.8337,0.7171,0.6709,0.9262,0.1283,0.0,0.0,0.0,0.0,0.0,0.0
873857-62-6,pa_h3n2,1,0,0.9893,0.9599,0.7947,0.2236,0.4734,0.323,0.0,0.0,0.0,0.0,0.0,0.0
877399-52-5,pa_h3n2,1,0,0.2586,0.4318,0.2936,0.5634,0.6412,0.6326,0.0,0.0,0.0,0.0,0.0,0.0
879085-55-9,pa_h3n2,1,0,0.0669,0.8062,0.2697,0.4335,0.5526,0.1102,0.0,0.0,0.0,0.0,0.0,0.0
880149-29-1,pa_h3n2,1,0,0.9333,0.8858,0.9178,0.9974,0.0866,0.784,0.0,0.0,0.0,0.0,0.0,0.0
88889-14-9,pa_h3n2,1,0,0.7174,0.9582,0.3385,0.2101,0.2137,0.001,0.0,0.0,0.0,0.0,0.0,0.0
89-25-8,pa_h3n2,1,0,0.0638,0.4585,0.2802,0.8031,0.8551,0.3429,0.0,0.0,0.0,0.0,0.0,0.0
90357-06-5,pa_h3n2,1,0,0.8517,0.9467,0.984,0.9376,0.6147,0.1654,0.0,0.0,0.0,0.0,0.0,0.0
91374-20-8,pa_h3n2,1,0,0.7324,0.6582,0.0536,0.0422,0.622,0.1562,0.0,0.0,0.0,0.0,0.0,0.0
91832-40-5,pa_h3n2,1,0,0.8398,0.6987,0.4668,0.6919,0.1429,0.5577,0.0,0.0,0.0,0.0,0.0,0.0
93793-83-0,pa_h3n2,1,0,0.3211,0.0095,0.2587,0.5452,0.3801,0.098,0.0,0.0,0.0,0.0,0.0,0.0
93957-55-2,pa_h3n2,1,0,0.6126,0.1106,0.0063,0.0074,0.4984,0.6849,0.0,0.0,0.0,0.0,0.0,0.0
941678-49-5,pa_h3n2,1,0,0.3465,0.5507,0.8805,0.8277,0.2571,0.4476,0.0,0.0,0.0,0.0,0.0,0.0
95-25-0,pa_h3n2,1,0,0.0224,0.122,0.4253,0.8316,0.1027,0.7705,0.0,0.0,0.0,0.0,0.0,0.0
95635-55-5,pa_h3n2,1,0,0.9491,0.6217,0.4064,0.1421,0.664,0.098,0.0,0.0,0.0,0.0,0.0,0.0
96829-58-2,pa_h3n2,1,0,0.9283,0.5203,0.486,0.1543,0.0698,0.4708,0.0,0.0,0.0,0.0,0.0,0.0
97-77-8,pa_h3n2,1,0,0.8571,0.9813,0.3633,0.331,0.0509,0.0426,0.0,0.0,0.0,0.0,0.0,0.0
97240-79-4,pa_h3n2,1,0,0.1337,0.7553,0.0841,0.4791,0.8357,0.1325,0.0,0.0,0.0,0.0,0.0,0.0
99300-78-4,pa_h3n2,1,0,0.0016,0.0221,0.8104,0.4334,0.8515,0.9778,0.0,0.0,0.0,0.0,0.0,0.0
99592-39-9,pa_h3n2,1,0,0.96,0.9316,0.1246,0.1304,0.0888,0.0207,0.0,0.0,0.0,0.0,0.0,0.0
99614-02-5,pa_h3n2,1,0,0.7927,0.4766,0.3187,0.2503,0.2091,0.1575,0.0,0.0,0.0,0.0,0.0,0.0
