compound_id,target_id,branch_sequence_pr,branch_pose_pr,branch_structure_pr,consensus_123_pr,disagreement_sd_pr,disagreement_range_pr,disagreement_branch_sd_pr,structure_minus_pose_pr,sequence_minus_structure_pr
723-46-6,pa_ph1n1,0.39295,0.28500000000000003,0.48109999999999997,0.4010416666666667,0.17227224674914995,0.48660000000000003,0.098216457378588,0.19609999999999994,-0.08814999999999995
72432-03-2,pa_ph1n1,0.2511,0.19465,0.67205,0.4427583333333333,0.24979029604850547,0.6328,0.26086275606149684,0.47740000000000005,-0.42095000000000005
72559-06-9,pa_ph1n1,0.11115,0.69675,0.0761,0.28882499999999994,0.3672245507406425,0.9422,0.34865510297905195,-0.6206499999999999,0.03505
7279-75-6,pa_ph1n1,0.2957,0.5252,0.034100000000000005,0.24140000000000003,0.29415376251205766,0.8185,0.2457247850746847,-0.4911,0.2616
73590-58-6,pa_ph1n1,0.6464,0.80715,0.83285,0.7932083333333333,0.09726647246953428,0.24680000000000002,0.10104838362553523,0.025699999999999945,-0.18645
738-70-5,pa_ph1n1,0.5289,0.31884999999999997,0.9486,0.6687333333333334,0.39080699285794096,0.8672,0.3206384659290481,0.62975,-0.41969999999999996
73816-42-9,pa_ph1n1,0.37170000000000003,0.33625,0.25980000000000003,0.30393333333333333,0.14060410259543166,0.3662,0.05718816165373156,-0.07644999999999996,0.1119
73963-72-1,pa_ph1n1,0.59735,0.51155,0.73095,0.63555,0.25070220913798635,0.6181,0.11056443068787238,0.21940000000000004,-0.13359999999999994
74011-58-8,pa_ph1n1,0.4675,0.9067000000000001,0.70745,0.7338750000000002,0.25240315700614097,0.6721999999999999,0.2199140760236446,-0.19925000000000004,-0.23995
745-65-3,pa_ph1n1,0.15975,0.5164500000000001,0.5972500000000001,0.4974,0.2268045450749757,0.5563,0.2327981171172425,0.08079999999999998,-0.43750000000000006
74863-84-6,pa_ph1n1,0.6048,0.7054499999999999,0.34885,0.5103749999999999,0.1955599106838277,0.48969999999999997,0.18384975070239645,-0.3565999999999999,0.25595
753498-25-8,pa_ph1n1,0.6175499999999999,0.4292,0.9033,0.6976416666666666,0.32747740939897924,0.7291000000000001,0.23871167929813011,0.47409999999999997,-0.28575000000000006
75607-67-9,pa_ph1n1,0.0424,0.1042,0.5066999999999999,0.29514999999999997,0.2866717542184208,0.7744,0.2521243013541799,0.4024999999999999,-0.46429999999999993
75695-93-1,pa_ph1n1,0.86205,0.7609,0.97065,0.8826333333333333,0.12390765378565873,0.34240000000000004,0.10489704873509709,0.20975,-0.10860000000000003
75706-12-6,pa_ph1n1,0.20234999999999997,0.59595,0.5688,0.516775,0.26424026188300676,0.7118,0.2198270854558191,-0.027150000000000007,-0.36645
76-90-4,pa_ph1n1,0.6323,0.25595,0.28625,0.33382500000000004,0.21694578124499217,0.6144000000000001,0.20908850398814371,0.030299999999999994,0.34604999999999997
7681-93-8,pa_ph1n1,0.5561,0.631,0.37045,0.48824166666666663,0.17174799465107785,0.5029,0.13414061962483004,-0.26055,0.18565000000000004
76824-35-6,pa_ph1n1,0.1575,0.73155,0.66605,0.6031250000000001,0.3410732453105442,0.8428,0.31423100711631463,-0.0655,-0.5085500000000001
77-86-1,pa_ph1n1,0.7841499999999999,0.9849,0.98805,0.9530166666666666,0.15484609994012336,0.39470000000000005,0.11682301071849392,0.003149999999999986,-0.20390000000000008
77883-43-3,pa_ph1n1,0.1237,0.48735000000000006,0.23764999999999997,0.30189166666666667,0.20797121916265243,0.5656000000000001,0.18600000672043002,-0.2497000000000001,-0.11394999999999997
78110-38-0,pa_ph1n1,0.65345,0.78955,0.45714999999999995,0.6006666666666666,0.27631684289356423,0.6914,0.1671060840703693,-0.33240000000000003,0.19630000000000003
78246-49-8,pa_ph1n1,0.52695,0.81335,0.17115,0.4445166666666666,0.31300040521805506,0.8558,0.32172437478893845,-0.6422,0.3558
78415-72-2,pa_ph1n1,0.79535,0.7342,0.5851500000000001,0.6698666666666666,0.10594842141344059,0.2779999999999999,0.10811973686612446,-0.1490499999999999,0.21019999999999994
79-57-2,pa_ph1n1,0.25675000000000003,0.1725,0.40390000000000004,0.3022416666666667,0.11055533305393579,0.30800000000000005,0.117116142496811,0.23140000000000005,-0.14715
79307-93-0,pa_ph1n1,0.8282,0.19369999999999998,0.1358,0.2705,0.35441997122058455,0.8277,0.38413548391160124,-0.05789999999999998,0.6924
79559-97-0,pa_ph1n1,0.28654999999999997,0.26685000000000003,0.11855,0.19598333333333337,0.08816573975568212,0.21300000000000002,0.09183770104555826,-0.14830000000000004,0.16799999999999998
797-63-7,pa_ph1n1,0.6826,0.956,0.73125,0.7980583333333334,0.2266371703847363,0.5184,0.14584634894298862,-0.22475,-0.04864999999999997
79794-75-5,pa_ph1n1,0.933,0.7738,0.53255,0.6797083333333332,0.23819966204845883,0.6857,0.20162109884632612,-0.24125000000000008,0.4004500000000001
79902-63-9,pa_ph1n1,0.295,0.32065,0.45075,0.38142499999999996,0.1445820966325591,0.38949999999999996,0.0835084776135533,0.1301,-0.15575
80-50-2,pa_ph1n1,0.24415,0.6028,0.12885000000000002,0.30605000000000004,0.25530421592027547,0.5688,0.24716813272210747,-0.47395,0.11529999999999999
80-77-3,pa_ph1n1,0.1661,0.04435,0.6311,0.35801666666666665,0.2957092113321238,0.6764,0.30965669835050125,0.58675,-0.46499999999999997
81403-68-1,pa_ph1n1,0.4844,0.29545,0.12705,0.24274166666666666,0.2566623229069666,0.6648000000000001,0.17877345300687125,-0.1684,0.35735
82034-46-6,pa_ph1n1,0.7294,0.55145,0.61565,0.6132083333333332,0.20749297498148384,0.5017,0.09011742802218303,0.06420000000000003,0.11375000000000002
82586-52-5,pa_ph1n1,0.32055,0.8907,0.9077999999999999,0.8042249999999999,0.303858728688185,0.6693,0.3342219808749867,0.017099999999999893,-0.5872499999999999
82586-55-8,pa_ph1n1,0.44689999999999996,0.4501,0.4609,0.4549666666666667,0.09447377766696252,0.27480000000000004,0.007335757175188758,0.010799999999999976,-0.014000000000000012
82640-04-8,pa_ph1n1,0.82315,0.5883,0.39844999999999997,0.5325166666666666,0.2299552217280573,0.5039,0.21274696825101885,-0.18985000000000007,0.4247000000000001
83-12-5,pa_ph1n1,0.25755,0.31765,0.50985,0.4037333333333333,0.2104146897596902,0.6157,0.13178779660246748,0.19220000000000004,-0.2523
83-43-2,pa_ph1n1,0.60165,0.4645,0.03425,0.2722333333333333,0.3296658004707191,0.7659,0.2960484039815111,-0.43025,0.5674
83-88-5,pa_ph1n1,0.303,0.40675,0.8835,0.6278333333333334,0.31438328464895626,0.756,0.30957898157551544,0.47674999999999995,-0.5805
83915-83-7,pa_ph1n1,0.37365,0.07554999999999999,0.9588,0.5668583333333334,0.4323308671222385,0.9748,0.4493318549060742,0.88325,-0.5851500000000001
84371-65-3,pa_ph1n1,0.6386,0.4916,0.5389,0.5397500000000001,0.3026977480369926,0.8296,0.07504041133504886,0.047300000000000064,0.0996999999999999
849217-68-1,pa_ph1n1,0.8694,0.12435,0.78765,0.580175,0.37286482805435,0.8901,0.40860524042160784,0.6633,0.08174999999999999
85371-64-8,pa_ph1n1,0.25355,0.3355,0.5318,0.4199916666666666,0.1559254362401038,0.45050000000000007,0.1429875023676312,0.19630000000000003,-0.27825000000000005
85622-93-1,pa_ph1n1,0.04445,0.23075,0.5835,0.37607499999999994,0.276567226306131,0.7537,0.2737745894587979,0.35275,-0.53905
85650-56-2,pa_ph1n1,0.5381,0.48355,0.47895,0.4903416666666667,0.11452487939308208,0.2995,0.0329028494206809,-0.004599999999999993,0.059150000000000036
859-18-7,pa_ph1n1,0.71975,0.7966,0.5385,0.6547416666666667,0.13285105569772493,0.3299000000000001,0.1325223849015705,-0.2581,0.18125000000000002
863031-21-4,pa_ph1n1,0.4344,0.70105,0.8161,0.7141333333333333,0.2665021907352108,0.787,0.19580330904592327,0.1150500000000001,-0.38170000000000004
873857-62-6,pa_ph1n1,0.33694999999999997,0.9846,0.8968499999999999,0.8327833333333334,0.3170460324095961,0.7162000000000001,0.35133995763837245,-0.0877500000000001,-0.5599
877399-52-5,pa_ph1n1,0.8023499999999999,0.7608999999999999,0.79365,0.7841833333333333,0.108445371808421,0.2751,0.021856940164015036,0.03275000000000006,0.00869999999999993
879085-55-9,pa_ph1n1,0.04805,0.9333,0.84585,0.7420333333333334,0.4422353114199121,0.9397,0.4878182559451146,-0.08745000000000003,-0.7978
880149-29-1,pa_ph1n1,0.5916,0.6206,0.8228500000000001,0.7168916666666668,0.2704384051868373,0.5779000000000001,0.12597792465348842,0.20225000000000004,-0.23125000000000007
88889-14-9,pa_ph1n1,0.31815000000000004,0.8404499999999999,0.28005,0.4731999999999999,0.3181640378798333,0.8462999999999999,0.31312858381182634,-0.5603999999999999,0.03810000000000002
89-25-8,pa_ph1n1,0.69265,0.9964999999999999,0.47065,0.6829333333333333,0.26373740475455254,0.6622999999999999,0.26398454658054005,-0.5258499999999999,0.22199999999999998
90357-06-5,pa_ph1n1,0.53015,0.4215,0.76415,0.6109333333333332,0.2424385502898965,0.5809,0.17510465680082107,0.34265,-0.23399999999999999
91374-20-8,pa_ph1n1,0.66255,0.27045,0.1768,0.288975,0.2837097507430202,0.7541,0.2577032514993424,-0.09365000000000001,0.48574999999999996
91832-40-5,pa_ph1n1,0.03855,0.9701,0.4923,0.5759416666666667,0.4208283090129116,0.9725999999999999,0.465826739070798,-0.47779999999999995,-0.45375
93793-83-0,pa_ph1n1,0.40605,0.37654999999999994,0.8471500000000001,0.6167666666666667,0.31819853393754033,0.7956,0.26359812214809125,0.47060000000000013,-0.44110000000000005
93957-55-2,pa_ph1n1,0.67155,0.3935,0.07025,0.2782166666666667,0.3515668452324062,0.8313,0.3009330088796065,-0.32325000000000004,0.6013
941678-49-5,pa_ph1n1,0.10745,0.74405,0.7351,0.633475,0.3310661243115439,0.723,0.3649849734349804,-0.008950000000000014,-0.6276499999999999
95-25-0,pa_ph1n1,0.4195,0.0658,0.21395000000000003,0.198825,0.24355031855176593,0.6545,0.177624564273451,0.14815000000000003,0.20554999999999995
95635-55-5,pa_ph1n1,0.55735,0.9773499999999999,0.9653,0.901325,0.24262430765829432,0.619,0.2390845056320742,-0.012049999999999894,-0.40795000000000003
96829-58-2,pa_ph1n1,0.36224999999999996,0.7140500000000001,0.1813,0.3890416666666667,0.3177487938608108,0.7664,0.2709024132413737,-0.5327500000000001,0.18094999999999997
97-77-8,pa_ph1n1,0.45640000000000003,0.4643,0.5078,0.4847333333333333,0.2146740940744054,0.5538,0.027678571735791097,0.04350000000000004,-0.0514
97240-79-4,pa_ph1n1,0.34435,0.7283,0.58505,0.5926833333333333,0.3059150775405924,0.8127,0.1940251938108382,-0.14325,-0.24069999999999997
99300-78-4,pa_ph1n1,0.87,0.39405,0.8625,0.7075999999999999,0.2703344132736341,0.6724,0.2726505868323045,0.46845000000000003,0.007499999999999951
99592-39-9,pa_ph1n1,0.28354999999999997,0.94245,0.9136,0.8182083333333333,0.3361575642462921,0.7398,0.37236732200879286,-0.028850000000000042,-0.63005
