id,smiles,source
Z65769469,Cc1ccc(-c2cc(NC(=O)CSc3nnc(-c4ccncc4)n3C)on2)cc1,Enamine
Z92413345,C[C@@H](Sc1nnc(-c2ccncc2)n1C1CC1)C(=O)Nc1nc(-c2ccc(F)cc2)cs1,Enamine
Z8452074704,CCNC(=O)[C@@H](c1ccc(-c2cccs2)s1)[N@H+]1C[C@H](C2CN(C(=O)c3nn[nH]c3CC)C2)C1,Enamine
Z7630867583,CO[C@H](C(=O)Nc1ccc(-c2ccn[nH]2)cc1)c1ccc(B(O)O)cc1,Enamine
Z4655951461,N#Cc1c(CCCNc2ccnc3cc(Cl)ccc23)nn(-c2ccccc2)c1N,Enamine
Z1269065307,CC[C@@H]1CN(C(=O)c2cn(Cc3cccs3)nn2)C[C@@H]1N1CCOCC1,Enamine
Z976175052,O=C(Nc1ccc(-n2cncn2)c(Cl)c1)[C@@H]1CC(=O)N(c2ccc3c(c2)OCCO3)C1,Enamine
Z5212879872,CCOCOc1ccc(N(C(=O)c2cn[nH]c2)[C@H](C(=O)NC2CCCC2)c2cc(-c3ccccc3)[nH]n2)c(C)c1,Enamine
Z235272928,CCS(=O)(=O)c1ccc(NCC(=O)Nc2ccc(Oc3ccccc3)cc2)cc1,Enamine
Z1626221643,Cc1nn(-c2ccccc2F)c(C)c1[C@@H]1COCC[N@H+]1CC1(CS(C)(=O)=O)CC1,Enamine
Z9463612051,N[C@]1(/C([O-])=N/S(=O)(=O)c2cnn(-c3ccccc3F)c2)C[C@@]2(CCOC2)C1,Enamine
Z5129830898,Cc1cc(NC(=O)[C@@H]2CCCCN2C(=O)c2cc(S(=O)(=O)N(C)C)ccc2Cl)ccc1-c1ccc(Br)cc1,Enamine
Z2457535803,Cc1nc(-c2ccc(C(=O)N3CC([N@H+]4CC[C@H](O)C4)C3)cc2)cs1,Enamine
Z8718595295,CC(C)NC(=O)[C@H](c1ccc(-c2c[nH+]cn2C)cc1)N1CCC[C@@H](c2cn[nH]c2)C1,Enamine
Z7371438647,O=C(c1cnc(-c2ccccc2)cn1)N1Cc2ccc(CO)cc2C1,Enamine
Z197489370,COc1ccc(OC[C@@H](O)CN2C(=O)N[C@](C)(c3cccc(-n4cnnn4)c3)C2=O)cc1,Enamine
Z9192406508,COc1ccc2c(c1)OC[C@H](NC(=O)c1ccc(-c3c[nH]c[nH+]3)cc1)C2,Enamine
Z1311052293,Cc1nc(-c2ccsc2)ccc1C(=O)N1CCC([C@@]2(C)NC(=O)NC2=O)CC1,Enamine
